,iShares S&P 500 Inf Tech Sector UCITS ETF USD AccI,Invesco STOXX Europe 600 UCITS ETF AccH,iShares Core S&P 500 UCITS ETF USD (Acc)H,Vanguard FTSE All-World UCITS ETF USD AccI,iShares MSCI Poland UCITS ETF USD (Acc),Xtrackers Spain UCITS ETF 1C,iShares MSCI India UCITS ETF USD Acc (EUR),iShares Core MSCI Japan IMI UCITS ETF USD Acc,iShares Healthcare Innovation UCITS ETF USD A,iShares FTSE MIB UCITS ETF EUR (Acc),iShares Core MSCI Europe UCITS ETF EUR (Acc),Amundi Euro Stoxx Banks UCITS ETF Acc,HSBC MSCI CHINA,ISHARES EMIM,SPDR Russell 2000 US Small Cap UCITS ETF,Invesco Physical Gold ETC,Xtrackers S&P 500 Equal Weight UCITS ETF,Vanguard Global Aggregate Bond ETF EUR Hgd Acc,iShares Bitcoin ETP,iShares Core EURO STOXX 50 UCITS ETF EUR (Acc),HSBC Hang Seng Tech UCITS ETF HKD,iMGP DBi Managed Futures R EUR ETF
Date,QDVEDE,SC0CDE,SXR8DE,VWCEDE,IBCJDE,XESPDE,QDV5DE,EUNNDE,HEALAS,CSMIBMI,IMAEAS,LYBKDE,H4ZPDE,IS3NDE,ZPRRDE,SGLDMI,XDEWDE,VAGFDE,IB1TDE,SXRTDE,H4ZXDE,DBMFEPA
4/20/2026,36.99499893,156.7799988,647.4000244,152.8800049,32.25,58.02999878,7.671000004,64.94000244,7.677000046,235.4499969,99.25499725,331.3500061,6.920000076,43.86000061,68.97000122,392.3599854,95.91000366,23.8010006,6.407999992,229.7,6.01,116.1
4/21/2026,37.38000107,155.5200043,648.460022,152.5599976,31.95499992,57.70999908,7.605999947,63.99000168,7.596000195,234.3999939,98.36499786,328.1499939,6.855999947,43.73799896,68.98999786,388.5499878,95.94000244,23.73900032,6.429500103,227.15,5.93,115.85
4/22/2026,37.98500061,155.1399994,652.960022,153.3800049,31.84499931,57.41999817,7.607999802,63.93999863,7.592000008,233.25,98.04499817,324.3999939,6.875,44.25400162,69.08999634,388.5299988,95.87999725,23.76199913,6.734499931,227.6,5.93,116.86
4/23/2026,38.13499832,155.2400055,655.7600098,153.7799988,31.44000053,56.91999817,7.59800005,63.97999954,7.43599987,233.8999939,98.09999847,320.2999878,6.777999878,44.05599976,69.52999878,388.9200134,96.04000092,23.76000023,6.699500084,224.5,5.8,117.71
4/24/2026,38.48500061,154.5200043,655.7199707,153.6000061,31.16500092,56.38999939,7.513999939,63.56000137,7.361999989,232.5,97.64499664,317.8999939,6.784999847,44.37599945,69.20999908,387.8999939,95.61000061,23.7329998,6.638000011,226.75,5.84,117.94
4/27/2026,38.35499954,154.0599976,655.1400146,153.5,30.70000076,56.47999954,7.487999916,63.93000031,7.390999794,232.6999969,97.30999756,319.5,6.712999821,44.38499832,69.13999939,383.7099915,95.44000244,23.68000031,6.557499886,225.8,5.85,119.19
4/28/2026,37.91500092,153.5200043,653.3800049,152.8800049,30.70499992,56.75999832,7.453999996,64.09999847,7.297999859,234.8500061,96.90000153,323.3500061,6.669000149,43.81900024,68.44999695,375.730011,95.05999756,23.64100075,6.472499847,224.45,5.76,118.62
4/29/2026,38.40000153,152.6799927,655.3800049,153.1199951,30.55999947,56.47999954,7.473999977,63.70000076,7.188000202,233.4499969,96.35500336,322.6000061,6.711999893,44.0359993,68.29000092,374.0400085,94.87999725,23.59900093,6.508999825,222.95,5.79,120.02
4/30/2026,37.89500046,154.8999939,656.5800171,153.9600067,30.43499947,57.06000137,7.454999924,64.87000275,7.287000179,235.6999969,97.84500122,322.7999878,6.728000164,44.29800034,69.01000214,379.3399963,95.73999786,23.64900017,6.506000042,226.55,5.88,117.53
5/1/2026,37.89500046,154.8999939,656.5800171,153.9600067,30.43499947,57.06000137,7.454999924,64.87000275,7.287000179,235.6999969,97.84500122,322.7999878,6.728000164,44.29800034,69.01000214,379.3399963,95.73999786,23.64900017,6.506000042,226.3999939,5.880000114,117.53
5/4/2026,38.49499893,153.1199951,661.4400024,154.5599976,30.55999947,55.52999878,7.394000053,64.56999969,7.320000172,232.0500031,96.54499817,313.6000061,6.761000156,44.93700027,69.76999664,372.7000122,95.98000336,23.59300041,6.800000191,221.8500061,5.919000149,119.46
5/5/2026,39.15000153,154.7400055,666,155.9799957,30.92499924,56.59999847,7.485000134,65.18000031,7.386000156,237.3999939,97.63500214,320.0499878,6.747000217,45.84199905,70.62999725,376.4100037,96.16999817,23.62299919,6.971000195,226.6499939,5.872000217,119.13
5/6/2026,39.875,158.1399994,671.460022,158.0599976,32.04999924,57.93000031,7.624000072,66.61000061,7.454999924,242.8500061,99.76000214,331.6499939,6.852000237,46.79600143,71.33000183,384.1600037,96.73000336,23.74900055,6.938499928,232.75,5.991000175,119.11
5/7/2026,40.52000046,156.3200073,673.6599731,157.9799957,31.78000069,57.81999969,7.586999893,66.61000061,7.454999924,240.6999969,98.70500183,331.4500122,6.856999874,46.76499939,71.08000183,387.9200134,96.41999817,23.73800087,6.782999992,230.6000061,6.03000021,117.64
5/8/2026,40.93000031,155.5399933,674.7600098,158.1399994,31.21500015,57.36999893,7.522999763,66.93000031,7.396999836,240.8000031,98.08499908,328.2000122,6.831999779,47.0359993,70.65000153,385.2099915,96.12999725,23.72100067,6.768499851,228.75,6.004000187,118.4
5/11/2026,41.52999878,155.8000031,677.0599976,158.6199951,31.57999992,57.22000122,7.335999966,67.37000275,7.389999866,242.8000031,98.26999664,328.75,6.876999855,47.2120018,71.33999634,386.5499878,96.01000214,23.6760006,6.881999969,228.3000031,6.099999905,118.63
5/12/2026,40.77999878,154,673.5,156.9600067,31.20000076,56.34999847,7.164000034,66.95999908,7.414000034,239.6000061,97.29000092,323.4500122,6.802000046,45.51599884,69.73999786,382.5100098,95.76000214,23.59499931,6.842000008,225,5.971000195,120.38
5/13/2026,41.63000107,155.5800018,680.6599731,159.1399994,31.71999931,56.68000031,7.241000175,68.18000031,7.392000198,241.8500061,98.21499634,326.0499878,7.034999847,46.80199814,70.59999847,385.7600098,95.87000275,23.57099915,6.755000114,227.1499939,6.261000156,121.33
5/14/2026,42.74000168,157.0800018,691.2000122,161.0200043,32.31000137,57.09999847,7.360000134,67.90000153,7.420000076,244.5500031,99.23999786,329.2999878,6.877999783,47.18899918,71.5,386.3800049,96.95999908,23.64699936,6.921000004,229.8500061,6.043000221,120.35
5/15/2026,42.47499847,154.3000031,687.7000122,159.4400024,31.375,56.47000122,7.335000038,67.51999664,7.304999828,240.3000031,97.43499756,325.25,6.736000061,45.89699936,70.16999817,376.1199951,96.37000275,23.45899963,6.795000076,225.8500061,5.867000103,121.83
5/18/2026,41.50500107,155.4400024,682,158.4400024,31.77499962,56.91999817,7.260000229,66.91999817,7.281000137,241.4499969,98.23500061,325.6000061,6.665999889,45.54600143,69.51000214,375.2600098,96.33000183,23.46299934,6.534500122,227.25,5.784999847,122.5299988
5/19/2026,41.38999939,155.6000061,680.9400024,158.1999969,31.38999939,56.63000107,7.223999977,66.69000244,7.353000164,240.25,98.33499908,324.9500122,6.710000038,45.01499939,68.73999786,373.480011,96.51999664,23.39900017,6.579999924,226.9499969,5.808000088,121.8899994
5/20/2026,42.125,158.1199951,686.2600098,159.7599945,32.18999863,57.95000076,7.356999874,67.06999969,7.413000107,243.8000031,99.84500122,334.4500122,6.703000069,45.8769989,70.23999786,375.2799988,96.93000031,23.54899979,6.650499821,231.8999939,5.861999989,121.5999985
5/21/2026,42.15499878,158.2400055,687.2800293,159.9199982,31.70000076,57.65999985,7.289000034,67.01000214,7.500999928,244.3999939,99.98000336,331.7000122,6.598999977,45.96099854,70.87999725,374.3399963,97.27999878,23.52599907,6.644000053,231.3500061,5.742000103,122.9300003
5/22/2026,42.90499878,159.3600006,694.8200073,161.6199951,32.46500015,57.68000031,7.414999962,67.77999878,7.551000118,245.6499939,100.7750015,334.7000122,6.576000214,46.58499908,72,374.7900085,98.62000275,23.55999947,6.618500233,233.75,5.770999908,121.7699966
5/25/2026,43.18000031,162.2799988,696.539978,162.7799988,33.06000137,59.00999832,7.5,68.51999664,7.612999916,249.3000031,102.6149979,344.7000122,6.65199995,47.40100098,72.88999939,377.8999939,99.05999756,23.70000076,6.647500038,238.3500061,5.847000122,121
5/26/2026,43.34000015,160.1600037,695.7399902,162.5800018,32.66999817,58.77999878,7.414999962,68.5,7.565999985,247.6999969,101.2699966,341,6.622000217,47.81200027,72.90000153,373.0799866,99.08999634,23.66699982,6.561500072,235.5500031,5.909999847,121.7799988
5/27/2026,42.85499954,160.2400055,694.5,162.1999969,32.64500046,58.93999863,7.420000076,67.95999908,7.589000225,245.8999939,101.25,341.6499939,6.553999901,47.79600143,73.26999664,367.0599976,99.16000366,23.69799995,6.465000153,235.8000031,5.897999763,120.6200027
5/28/2026,43.61500168,159.5599976,697.6799927,162.8200073,32.70000076,58.81999969,7.340000153,68.19999695,7.650000095,247.3500061,100.8499985,339.2999878,6.467000008,47.97499847,73.5,369.9599915,99.26000214,23.72800064,6.237500191,235.3000031,5.843999863,120.6299973
5/29/2026,43.61500168,159.5599976,697.6799927,162.8200073,32.70000076,58.81999969,7.340000153,68.19999695,7.650000095,247.3500061,100.8499985,339.2999878,6.467000008,47.97499847,73.5,369.9599915,99.26000214,23.72800064,6.237500191,235.3000031,5.843999863,120.6299973
6/1/2026,45.56000137,158.7200012,702.4199829,163.9199982,32.34000015,58.41999817,7.271999836,68.30999756,7.637000084,246.8999939,100.3850021,340.5499878,6.548999786,48.94100189,72.79000092,370,99.72000122,23.67000008,6.124000072,234.6499939,5.923999786,121.8399963
6/2/2026,46.00999832,159.6600037,703.9400024,164.8800049,32.66999817,58.70000076,7.31099987,68.69000244,7.53399992,250.8000031,101.0749969,343,6.797999859,49.47999954,73.33000183,372.5899963,99.94999695,23.75600052,5.765999794,237.3500061,6.202000141,122.9400024
6/3/2026,45.625,158.6199951,701.7600098,164.1399994,32.61999893,58.36999893,7.214000225,69.12999725,7.563000202,248.4499969,100.3550034,337.5,6.639999866,48.95899963,72.83999634,368.1700134,100.1999969,23.66200066,5.705500126,235.3500061,6.014999866,122.3199997
6/4/2026,44.59500122,159.5399933,700.7399902,163.8000031,32.67499924,58.70999908,7.301000118,68.94000244,7.811999798,249.3000031,100.8850021,340.6000061,6.625,48.25,73.51999664,370.1499939,100.5,23.68300056,5.491000175,237.1499939,5.968999863,122.25
6/5/2026,43.47999954,158.8399963,698.2999878,162.3600006,32.02500153,58.79999924,7.296999931,68.59999847,7.762000084,247.6000061,100.5999985,338.8999939,6.499000072,46.54999924,72.66000366,362.4400024,100.7399979,23.61199951,5.238500118,235.6499939,5.794000149,120.9700012
6/8/2026,43.40999985,158.6999969,693.2600098,161.5599976,32.125,58.43000031,7.252999783,68.26999664,7.697000027,249.1999969,100.5699997,336.5,6.465000153,46.45100021,72.5,361.3900146,100.1800003,23.59300041,5.523499966,235.6499939,5.737999916,121.6900024
6/9/2026,41.79999924,158.0200043,682.5200195,159.5,32.125,58.13999939,7.276000023,67.66000366,7.653999805,249.3000031,99.91999817,336.7999878,6.443999767,46.16199875,71.70999908,355.7900085,99.61000061,23.59000015,5.298500061,235.5,5.708000183,120.8199997
6/10/2026,41.55500031,157.7799988,681.7000122,159.2400055,31.86499977,58.11000061,7.256999969,66.44000244,7.739999771,248.25,99.88500214,333.8500061,6.471000195,45.93500137,72.18000031,343.7099915,100.0400009,23.61000061,5.379499912,233.75,5.709000111,121.2399979
6/11/2026,41.66999817,158.7599945,681.2399902,159.5599976,32.15999985,58.54000092,7.21600008,67.09999847,7.730000019,250.9499969,100.5699997,335.1000061,6.395999908,46.44400024,72.81999969,340.8200073,100,23.66300011,5.440999985,235.6000061,5.585000038,120.8000031
6/12/2026,42.72000122,161.6999969,691.8599854,162.4600067,33.02000046,60.20000076,7.403999805,68.69999695,7.757999897,255.3999939,102.3399963,349.75,6.500999928,47.89199829,74.61000061,350.519989,101.4400024,23.74699974,5.521500111,240.4499969,5.626999855,121.5500031
6/15/2026,43.82500076,161.8999939,701.5999756,164.6000061,32.63499832,61.02999878,7.553999901,69.51999664,7.729000092,257.2000122,102.5299988,356.9500122,6.56400013,49.10699844,74.86000061,361.0400085,102.0800018,23.81999969,5.731999874,242.3500061,5.742000103,121.1900024
6/16/2026,43.25,162.4799957,699.6799927,164.1600037,33.36000061,61.63999939,7.571000099,69.86000061,7.710999966,260.2999878,102.8649979,364.3500061,6.440999985,48.61100006,74.38999939,358.6400146,101.7200012,23.7840004,5.670000076,243.1499939,5.568999767,120.8300018
6/17/2026,43.25,163.2799988,698.0200195,164.6399994,33.68000031,62.47000122,7.632999897,70.76999664,7.800000191,260.9500122,103.4400024,371.8500061,6.422999859,49.24700165,74.76000214,361.7099915,101.8799973,23.80500031,5.627999783,244.8500061,5.607999802,120.3399963
6/18/2026,43.99000168,162.6600037,701.6599731,165.4600067,32.88499832,62.18000031,7.71600008,71.80000305,7.741000175,261.8500061,103.1399994,371.7000122,6.359000206,50.15399933,75.11000061,354.7900085,101.7799988,23.79599953,5.493000031,245.6999969,5.56099987,119.6399994
6/19/2026,44.23500061,162.3200073,703.539978,165.4400024,32.77999878,62.13999939,7.68900013,71.73000336,7.800000191,262.3999939,102.8799973,372.7999878,6.375,49.80599976,75.77999878,348.230011,101.7799988,23.70299911,5.496500015,244.75,5.565999985,122.25
6/22/2026,44.38999939,163.3999939,703.5999756,166.0399933,32.56000137,62.88999939,7.755000114,72.62999725,7.777999878,262.7000122,103.5199966,376.1000061,6.416999817,50.68600082,76.5,352.2999878,102.2600021,23.72100067,5.678500175,245.3999939,5.56400013,122.2799988
6/23/2026,43.24000168,162.1600037,698.0599976,163.9199982,32.33499908,62.72999954,7.663000107,70.22000122,7.894999981,258.75,102.7300034,372.25,6.289999962,48.50400162,76.48999786,349.3599854,102.2600021,23.75699997,5.473499775,242.3999939,5.421000004,120.9000015
6/24/2026,43.32500076,162.3800049,703.9799805,164.8000031,31.67000008,62.29000092,7.790999889,70.44000244,8.128000259,256.7999878,102.9199982,367.5499878,6.303999901,48.54999924,77.51000214,339.6499939,103.6600037,23.84700012,5.336500168,241.75,5.508999825,121.7399979
6/25/2026,42.53499985,163.6000061,697.5599976,164.1999969,31.92499924,62.83000183,7.758999825,70.81999969,8.241000175,257.5499878,103.6750031,369.7000122,6.179999828,48.73199844,77.12999725,339.980011,103.8399963,23.86599922,5.197999954,243.6499939,5.361999989,122.6399994
6/26/2026,42.26499939,162.5599976,696.4199829,163.6999969,31.625,62.54999924,7.762000084,70.41999817,8.347000122,255.0500031,103.0100021,365.7000122,6.145999908,48.16400146,77.13999939,344.2799988,103.9599991,23.86300087,5.268499851,241.8000031,5.296999931,121.8700027
6/29/2026,42.38499832,162.5800018,697.7600098,163.4400024,31.70000076,62.41999817,7.665999889,70.04000092,8.369999886,254.6499939,103.1549988,364.9500122,6.140999794,47.76300049,76.19999695,338.6799927,103.5400009,23.84700012,5.212500095,242.1000061,5.377999783,121.1800003
6/30/2026,43.57500076,164.1000061,704.9799805,165.2200012,31.88999939,62.75,7.701000214,70.15000153,8.406000137,257.1499939,104.1999969,369.8500061,6.181000233,48.79800034,77.05999756,339.4899902,103.6800003,23.84799957,5.099999905,246.0500031,5.502999783,121.8799973
7/1/2026,43.52999878,163.3800049,710.4199829,165.9400024,32.00999832,62.66999817,7.72300005,71.02999878,8.468999863,256.75,103.6750031,370.2000122,6.262000084,48.23799896,78.09999847,344.75,104.8600006,23.7840004,5.276000023,244.3999939,5.585000038,121.0199966
7/2/2026,42.68000031,165.8000031,704.539978,164.9799957,32.43500137,63.58000183,7.731999874,70.69999695,8.590000153,260.8999939,105.0999985,377.8500061,6.169000149,47.38299942,76.62999725,347.0400085,104.3799973,23.78100014,5.387000084,247.5500031,5.431000233,121.7900009
7/3/2026,42.82500076,166.8600006,706.1199951,165.8800049,32.55500031,64.22000122,7.711999893,71.29000092,8.637000084,262.5499878,105.8000031,379.8500061,6.203000069,48.38000107,76.63999939,350.4700012,104.4199982,23.74900055,5.407999992,249.5,5.455999851,121.7399979
7/6/2026,43.33499908,166.2400055,710.3599854,166.6000061,32.81999969,63.93000031,7.809999943,71.90000153,8.619999886,263.2999878,105.4550018,382.6499939,6.302000046,48.49300003,77.12999725,349.6900024,104.6800003,23.74300003,5.444499969,249,5.513999939,121.5899963
7/7/2026,42.04000092,165.2400055,705.4400024,164.8200073,32.65000153,63.79000092,7.71999979,70.37999725,8.640000343,261.1499939,104.7350006,380.8500061,6.263000011,46.81299973,76.30000305,348.8299866,104.7799988,23.70100021,5.572999954,246.1499939,5.487999916,121.2799988
7/8/2026,42.24000168,162.5599976,702.2399902,163.7799988,32.43000031,61.90999985,7.619999886,69.26999664,8.503000259,257.6000061,103.1399994,367.8999939,6.421000004,46.77299881,75.22000122,339.7799988,103.4199982,23.57799911,5.400499821,241.6499939,5.69299984,121.9000015
7/9/2026,43.61500168,163.8800049,708.7999878,165.5599976,32.52999878,62.63999939,7.668000221,70.54000092,8.607999802,260.5,104.0299988,374.0499878,6.44299984,47.76300049,76.33000183,347.3099976,104.1800003,23.64699936,5.489999771,244.6499939,5.78000021,123.2099991
7/10/2026,43.61500168,163.8800049,708.7999878,165.5599976,32.52999878,62.63999939,7.668000221,70.54000092,8.607999802,260.5,104.0299988,374.0499878,6.44299984,47.76300049,76.33000183,347.3099976,104.1800003,23.64699936,5.489999771,244.6499939,5.78000021,123.2099991
7/13/2026,43.51499939,163.8000031,712.8800049,165.7799988,33.28499985,62.86999893,7.703999996,70.52999878,8.491000175,262.2999878,103.9649963,376.6499939,6.412000179,46.78099823,76.01000214,339.0499878,104.8799973,23.58499908,5.490499973,244.1999969,5.717999935,122.8600006
7/14/2026,43.47999954,164.0399933,710,165.6600037,33.66500092,62.93999863,7.644999981,71.12000275,8.376999855,262.7999878,104.0100021,377.9500122,6.456999779,46.90399933,75.62999725,343.2799988,103.9400024,23.64699936,5.648499966,244.5500031,5.714000225,123.5800018
7/15/2026,43.06499863,164.3600006,711.6199951,165.8000031,33.70500183,62.75,7.668000221,70.48999786,8.42800045,260.7000122,104.1949997,377.2000122,6.589000225,46.75899887,76.01999664,340.4299927,103.9199982,23.65399933,5.704500198,244.1000061,5.829999924,123.7200012
7/16/2026,42.70000076,164.6199951,711.960022,165.4600067,33.53499985,62.79999924,7.65500021,69.83999634,8.475000381,260.25,104.3150024,378.3999939,6.577000141,46.22999954,76.30999756,337.6199951,104.5999985,23.61300087,5.647500038,244.6000061,5.880000114,123.3000031
7/17/2026,42.08000183,164.0599976,703.460022,163.5,33.14500046,62.54999924,7.69299984,68.08000183,8.423999786,258.1499939,103.9449997,372.3500061,6.400000095,45.32300186,75.38999939,337.230011,104.2399979,23.64900017,5.515999794,242.6499939,5.640999794,122.4499969
7/20/2026,42.57500076,163.3600006,706.2399902,164.1799927,33.24000168,62.47999954,7.679999828,68.80000305,8.392999649,258.5499878,103.6149979,374.1000061,6.600999832,45.82600021,75.69999695,338.3500061,103.9400024,23.58200073,5.670000076,242.6999969,5.813000202,123.0400009
7/21/2026,43.18999863,164.5,707.960022,165.1399994,34.125,63.08000183,7.699999809,70.19000244,8.381999969,260.6000061,104.2450027,380.75,6.559999943,46.75899887,76.02999878,344.019989,103.7399979,23.55200005,5.820499897,244.8500061,5.81799984,124
7/22/2026,43.38999939,165.4400024,709.4199829,165.3999939,34.18000031,63.63999939,7.596000195,69.69999695,8.399000168,263,104.8349991,384.8500061,6.511000156,46.64500046,75.98999786,350.4299927,104,23.5189991,5.773499966,246.1999969,5.698999882,125.2399979
7/23/2026,42.79499817,163.4400024,700.4199829,163.3600006,33.625,62.56000137,7.5,68.90000153,8.430000305,255.6000061,103.5849991,373.8500061,6.485000134,46.16600037,75.26000214,342.3200073,103.8000031,23.43600082,5.697999954,241.9499969,5.638999939,125.1800003
7/24/2026,42.91999817,164.9400024,704.5999756,164.2799988,34,63.72999954,7.603000164,69.52999878,8.461000443,258.0499878,104.4850006,381.75,6.504000187,45.92599869,75.80999756,344.25,104.7600021,23.5189991,5.625,244.8000031,5.684000015,126.4899979
7/27/2026,41.86999893,164.8399963,700.1799927,163.3600006,33.70999908,64.25,7.645999908,69.37999725,8.5,259.5499878,104.4950027,386.6000061,6.593999863,45.34000015,75.40000153,344.5100098,105.0800018,23.54800034,5.656000137,244.8500061,5.802000046,124.8199997
7/28/2026,41.67499924,165.3399963,703.0599976,163.7799988,33.96500015,64.27999878,7.777999878,68.51999664,8.588000298,257.8500061,104.9349976,385.5499878,6.612999916,44.95199966,75.65000153,340.6300049,106.5199966,23.61300087,5.584499836,245.25,5.842999935,124.8399963
7/29/2026,41.06000137,164.9600067,697.7000122,162.3999939,33.92499924,63.11999893,7.761000156,68.15000153,8.567000389,256.2000122,104.5299988,379.0499878,6.686999798,44.04600143,74.79000092,339.0299988,106.0800018,23.53800011,5.614999771,243.5,5.919000149,124.4199982
7/30/2026,41.88000107,166.1000061,690.5200195,162.0200043,34.63999939,64.33000183,7.731999874,69.34999847,8.432999611,259.5,105.3949966,388.3500061,6.644000053,44.73699951,74.02999878,342.3699951,103.2600021,23.52799988,5.604000092,247.0500031,5.797999859,125.1399994
